Order Priority,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Region,State or Province,City,Order Date,Ship Date,Quantity ,Order ID
High,44.43,46.59,55,Marvin Hawley,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Hon 61000 Series Interactive Training Tables,East,New York,Syracuse,06/10/2011,07/10/2011,14,88076
Low,130.98,54.74,55,Marvin Hawley,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",East,New York,Syracuse,20/10/2011,25/10/2011,6,88077
Low,15.68,3.73,55,Marvin Hawley,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Artistic Insta-Plaque,East,New York,Syracuse,10/04/2013,10/04/2013,2,88081
Low,71.37,69,55,Marvin Hawley,Express Air,Consumer,Furniture,Tables,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",East,New York,Syracuse,10/04/2013,14/04/2013,11,88081
Medium,3.8,1.49,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,East,New York,Tonawanda,20/10/2010,21/10/2010,20,88075
Medium,1.76,0.7,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,East,New York,Tonawanda,20/10/2010,21/10/2010,17,88075
Low,4.76,3.01,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"TOPS Voice Message Log Book, Flash Format",East,New York,Tonawanda,20/10/2011,27/10/2011,23,88077
High,5.84,1.2,56,Randall Montgomery,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 312,East,New York,Tonawanda,11/01/2013,13/01/2013,11,88079
Not Specified,5.94,9.92,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Storex Dura Pro™ Binders,East,New York,Tonawanda,08/02/2013,09/02/2013,7,88080
Not Specified,65.99,2.5,56,Randall Montgomery,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,6190,East,New York,Tonawanda,08/02/2013,09/02/2013,6,88080
Low,525.98,19.99,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 300 Electric Binding Machine,East,New York,Tonawanda,27/12/2013,30/12/2013,15,88082
Low,115.99,8.99,56,Randall Montgomery,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5185,East,New York,Tonawanda,27/12/2013,29/12/2013,21,88082
Medium,11.66,7.95,57,Kimberly Epstein,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",East,New York,Troy,21/01/2012,23/01/2012,10,88078
Critical,6.48,6.81,59,Rose Lassiter,Express Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1930,Central,Texas,Port Arthur,23/02/2013,25/02/2013,8,87413
Critical,2.78,0.97,59,Rose Lassiter,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 339,Central,Texas,Port Arthur,23/02/2013,25/02/2013,6,87413
Critical,3.95,5.13,59,Rose Lassiter,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Central,Texas,Port Arthur,14/03/2013,15/03/2013,11,87416
Not Specified,150.98,57.2,59,Rose Lassiter,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,DMI Arturo Collection Mission-style Design Wood Chair,Central,Texas,Port Arthur,03/04/2013,04/04/2013,5,87417
Not Specified,38.94,35,59,Rose Lassiter,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,"Eldon Base for stackable storage shelf, platinum",Central,Texas,Port Arthur,03/04/2013,04/04/2013,10,87417
Medium,4.18,2.99,60,Sheila Warren,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery® Durable Slant Ring Binders With Label Holder,Central,Texas,Richardson,10/06/2012,12/06/2012,16,87410
Medium,2.88,0.7,60,Sheila Warren,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,Central,Texas,Richardson,10/06/2012,12/06/2012,20,87410
High,89.99,42,60,Sheila Warren,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Task Chair, Black",Central,Texas,Richardson,21/07/2013,21/07/2013,2,87420
Medium,81.94,55.81,61,Charlotte Stanton,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Central,Texas,Rosenberg,18/11/2011,18/11/2011,28,87409
Low,6.08,1.82,61,Charlotte Stanton,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulk Pack Metal Binder Clips,Central,Texas,Rosenberg,07/10/2012,16/10/2012,20,87411
Not Specified,9.93,1.09,61,Charlotte Stanton,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Peel-Off® China Markers,Central,Texas,Rosenberg,13/02/2013,16/02/2013,4,87412
High,19.98,5.86,61,Charlotte Stanton,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 191,Central,Texas,Rosenberg,02/03/2013,03/03/2013,5,87414
High,22.24,1.99,61,Charlotte Stanton,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Central,Texas,Rosenberg,11/11/2013,14/11/2013,15,87422
High,29.89,1.99,61,Charlotte Stanton,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Central,Texas,Rosenberg,11/11/2013,12/11/2013,22,87422
High,5.98,5.15,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 193,Central,Texas,Round Rock,09/11/2010,11/11/2010,3,87407
High,29.14,4.86,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Central,Texas,Round Rock,12/12/2010,14/12/2010,17,87408
Low,5.85,2.27,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",Central,Texas,Round Rock,07/03/2013,12/03/2013,3,87415
High,20.89,11.52,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Iris® 3-Drawer Stacking Bin, Black",Central,Texas,Round Rock,12/12/2013,14/12/2013,20,87423
Low,70.97,3.5,63,Gene Diaz,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Central,Texas,Rowlett,07/03/2013,16/03/2013,3,87415
Low,59.98,3.99,63,Gene Diaz,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Central,Texas,Rowlett,02/05/2013,09/05/2013,16,87418
Low,65.99,5.31,63,Gene Diaz,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,3390,Central,Texas,Rowlett,02/05/2013,07/05/2013,13,87418
Low,8.34,0.96,63,Gene Diaz,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Document Clip Frames,Central,Texas,Rowlett,07/06/2013,11/06/2013,1,87419
Low,140.99,13.99,63,Gene Diaz,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon MP100DHII Printing Calculator,Central,Texas,Rowlett,07/06/2013,14/06/2013,5,87419
Not Specified,3.69,0.5,64,Lynn Morrow,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 501,South,Virginia,Salem,02/03/2010,04/03/2010,1,87406
Not Specified,175.99,4.99,64,Lynn Morrow,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5165,South,Virginia,Salem,02/03/2010,02/03/2010,4,87406
Not Specified,92.23,39.61,64,Lynn Morrow,Regular Air,Small Business,Furniture,Office Furnishings,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",South,Virginia,Salem,02/03/2013,04/03/2013,5,87414
High,55.99,5,64,Lynn Morrow,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory6,South,Virginia,Salem,26/08/2013,28/08/2013,23,87421
Critical,205.99,19.99,65,Jenny Sanchez,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,iDEN i550,West,California,Mountain View,02/05/2012,03/05/2012,13,87948
Critical,162.93,19.99,66,Arlene Rouse,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Multimedia Mailers,West,California,Murrieta,02/05/2012,04/05/2012,14,87948
Not Specified,9.11,2.15,66,Arlene Rouse,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",West,California,Murrieta,12/06/2013,13/06/2013,15,87951
Low,155.06,7.07,67,Ellen McCormick,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",West,California,Napa,02/01/2010,09/01/2010,8,87946
Low,291.73,48.8,67,Ellen McCormick,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,West,California,Napa,02/01/2013,02/01/2013,1,87949
Low,100.98,45,67,Ellen McCormick,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Valutask™ Swivel Chairs,West,California,Napa,02/01/2013,04/01/2013,12,87949
Medium,367.99,19.99,67,Ellen McCormick,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Ibimaster 300 Manual Binding System,West,California,Napa,12/03/2013,14/03/2013,9,87950
Medium,4.24,5.41,67,Ellen McCormick,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,West,California,Napa,12/03/2013,14/03/2013,5,87950
Low,291.73,48.8,68,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,East,New York,New York City,02/01/2010,02/01/2010,4,37537
Low,100.98,45,68,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Valutask™ Swivel Chairs,East,New York,New York City,02/01/2010,04/01/2010,43,37537
Low,155.06,7.07,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",East,New York,New York City,02/01/2010,09/01/2010,32,37537
High,122.99,70.2,68,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",East,New York,New York City,02/02/2010,04/02/2010,49,55713
Critical,205.99,19.99,68,Scott Bunn,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,iDEN i550,East,New York,New York City,02/05/2012,03/05/2012,53,2978
Critical,162.93,19.99,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Multimedia Mailers,East,New York,New York City,02/05/2012,04/05/2012,57,2978
Critical,200.99,4.2,68,Scott Bunn,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,East,New York,New York City,02/05/2012,03/05/2012,44,2978
Medium,367.99,19.99,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Ibimaster 300 Manual Binding System,East,New York,New York City,12/03/2013,14/03/2013,34,44099
Medium,4.24,5.41,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,East,New York,New York City,12/03/2013,14/03/2013,19,44099
Not Specified,9.11,2.15,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",East,New York,New York City,12/06/2013,13/06/2013,62,26274
Critical,200.99,4.2,69,Carrie House,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,East,Rhode Island,Smithfield,02/05/2012,03/05/2012,11,87948
High,122.99,70.2,70,Annette Boone,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",East,Vermont,Burlington,02/02/2010,04/02/2010,12,87947
Low,6.88,2,72,Amanda Hardy Singleton,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",East,Maine,West Scarborough,12/08/2012,19/08/2012,18,89248
High,22.84,8.18,73,April Winters,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1991,East,Massachusetts,Duxbury,28/10/2013,30/10/2013,22,89250
Not Specified,21.78,5.94,74,Mark Manning,Regular Air,Small Business,Office Supplies,Appliances,Medium Box,Holmes HEPA Air Purifier,East,New Jersey,Iselin,10/12/2012,12/12/2012,7,89249
Critical,65.99,8.99,75,Tamara Yates,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5180,East,New Jersey,Lakewood,11/04/2012,13/04/2012,6,89247
Critical,159.99,5.5,76,Glen Weeks,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Gyration RF Keyboard,East,New Jersey,Wayne,11/04/2012,12/04/2012,5,89247
Critical,6.48,8.73,77,Jan Kaufman Parrish,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 227,East,New Jersey,Wyckoff,11/04/2012,13/04/2012,10,89247
Critical,19.99,11.17,78,Hannah Grant,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Telescoping Adjustable Floor Lamp,East,Vermont,Bennington,11/04/2012,12/04/2012,2,89247
Low,180.98,30,80,Sam Carlson,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,West,Oregon,Keizer,06/02/2011,06/02/2011,7,89923
High,3.57,4.17,80,Sam Carlson,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,West,Oregon,Keizer,19/05/2011,20/05/2011,17,89924
High,37.76,12.9,80,Sam Carlson,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Companion Letter/Legal File, Black",West,Oregon,Keizer,19/05/2011,20/05/2011,15,89924
High,124.49,51.94,80,Sam Carlson,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,West,Oregon,Keizer,19/05/2011,21/05/2011,13,89924
High,105.98,13.99,80,Sam Carlson,Regular Air,Small Business,Furniture,Office Furnishings,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",West,Oregon,Keizer,29/05/2011,31/05/2011,7,89925
High,210.55,9.99,80,Sam Carlson,Express Air,Small Business,Office Supplies,Storage & Organization,Small Box,"24 Capacity Maxi Data Binder Racks, Pearl",West,Oregon,Keizer,16/07/2012,17/07/2012,1,89926
High,125.99,7.69,81,Dale Hahn,Express Air,Small Business,Technology,Telephones and Communication,Small Box,Timeport L7089,West,Oregon,Lake Oswego,16/07/2012,17/07/2012,7,89926
Critical,9.85,4.82,81,Dale Hahn,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Lumber Crayons,West,Oregon,Lake Oswego,04/01/2013,05/01/2013,13,89927
Critical,2.94,0.81,81,Dale Hahn,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Colored Pencils,West,Oregon,Lake Oswego,04/01/2013,05/01/2013,5,89927
High,296.18,54.12,83,Edgar Stone,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,East,Ohio,Canton,15/03/2010,15/03/2010,6,87365
High,9.27,4.39,83,Edgar Stone,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",East,Ohio,Canton,05/03/2012,06/03/2012,10,87369
High,3.85,0.7,83,Edgar Stone,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,East,Ohio,Canton,05/03/2012,06/03/2012,12,87369
Not Specified,9.38,4.93,83,Edgar Stone,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",East,Ohio,Canton,01/09/2013,03/09/2013,17,87372
Not Specified,8.09,7.96,84,Helen Stein,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",East,Ohio,Cincinnati,02/02/2010,03/02/2010,11,87364
High,896.99,19.99,84,Helen Stein,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind TL300 Electric Binding System,East,Ohio,Cincinnati,30/09/2010,02/10/2010,13,87366
Not Specified,232.58,19.99,84,Helen Stein,Express Air,Corporate,Office Supplies,Appliances,Small Box,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,East,Ohio,Cincinnati,29/10/2011,31/10/2011,18,87368
Not Specified,26.17,1.39,84,Helen Stein,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Quality Park Security Envelopes,East,Ohio,Cincinnati,29/10/2011,31/10/2011,14,87368
Not Specified,15.31,8.78,84,Helen Stein,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,East,Ohio,Cincinnati,29/10/2011,01/11/2011,2,87368
Medium,2.88,0.5,84,Helen Stein,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 507,East,Ohio,Cincinnati,14/04/2013,14/04/2013,6,87370
High,243.98,62.94,84,Helen Stein,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Deluxe Fabric Upholstered Stacking Chairs,East,Ohio,Cincinnati,30/09/2013,01/10/2013,5,87373
Low,243.98,43.32,85,Hazel Graham,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Ohio,Cleveland,10/04/2011,19/04/2011,12,87367
Medium,550.98,45.7,85,Hazel Graham,Delivery Truck,Consumer,Furniture,Tables,Jumbo Box,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,East,Ohio,Cleveland,14/04/2013,15/04/2013,5,87370
Not Specified,525.98,19.99,85,Hazel Graham,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 300 Electric Binding Machine,East,Ohio,Cleveland,19/04/2013,21/04/2013,9,87371
Low,161.55,19.99,87,Norman Shields,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,West,California,Vacaville,03/06/2010,08/06/2010,19,90596
High,4.91,0.5,87,Norman Shields,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 493,West,California,Vacaville,22/09/2010,23/09/2010,9,90597
High,296.18,54.12,87,Norman Shields,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,West,California,Vacaville,22/09/2010,25/09/2010,9,90597
Medium,18.84,3.62,87,Norman Shields,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Flat Face Poster Frame,West,California,Vacaville,15/04/2013,17/04/2013,13,90599
Not Specified,30.73,4,88,Phillip Clapp,Express Air,Corporate,Technology,Computer Peripherals,Small Box,Fellowes 17-key keypad for PS/2 interface,East,Vermont,Essex Junction,13/12/2011,15/12/2011,14,90598
Not Specified,35.48,35,90,Katie Watson,Express Air,Corporate,Office Supplies,Storage & Organization,Large Box,Belkin OmniView SE Rackmount Kit,West,California,Vacaville,07/02/2012,07/02/2012,10,87181
High,19.84,4.1,91,Wallace Werner,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,Prismacolor Color Pencil Set,West,California,Vallejo,17/05/2010,18/05/2010,9,87175
Medium,5.18,2.04,91,Wallace Werner,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,West,California,Vallejo,18/08/2010,20/08/2010,10,87176
Medium,175.99,8.99,91,Wallace Werner,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2180,West,California,Vallejo,04/09/2010,06/09/2010,23,87177
Not Specified,99.99,19.99,91,Wallace Werner,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 External Faxmodem,West,California,Vallejo,07/02/2012,07/02/2012,3,87181
