Order Priority,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Region,State or Province,City,Order Date,Ship Date,Quantity,Order ID,SalesAmountWithoutShipping,SalesAmountWithShipping
High,7.64,1.3900000000000001,49,Terri Lyons,Express Air,Corporate,Office Supplies,Envelopes,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Central,Illinois,Streamwood,2011-05-18,2011-05-19,1,87711,7.64,9.03
Medium,12.95,4.98,49,Terri Lyons,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC Binding covers,Central,Illinois,Streamwood,2011-08-15,2011-08-17,5,87712,64.75,69.73
Low,65.99,5.31,49,Terri Lyons,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,3390,Central,Illinois,Streamwood,2013-02-17,2013-02-19,10,87716,659.9,665.2099999999999
Medium,30.73,4.0,49,Terri Lyons,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Fellowes 17-key keypad for PS/2 interface,Central,Illinois,Streamwood,2013-02-03,2013-03-03,7,87717,215.11,219.11
Critical,200.97,15.59,49,Terri Lyons,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Central,Illinois,Streamwood,2013-12-03,2013-03-14,4,87718,803.88,819.47
Medium,2.6,2.4,49,Terri Lyons,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,Central,Illinois,Streamwood,2013-06-10,2013-07-10,6,87719,15.600000000000001,18.0
Medium,14.97,7.51,49,Terri Lyons,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Pizazz® Global Quick File™,Central,Illinois,Streamwood,2013-06-10,2013-08-10,4,87719,59.88,67.39
High,276.2,24.49,50,Dawn Bailey,Regular Air,Corporate,Furniture,Chairs & Chairmats,Large Box,SAFCO Arco Folding Chair,Central,Illinois,Tinley Park,2011-03-29,2011-01-04,8,87710,2209.6,2234.0899999999997
Not Specified,115.99,2.5,52,Lorraine Kelly,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,6160,West,Washington,Puyallup,2010-10-09,2010-10-09,6,88426,695.9399999999999,698.4399999999999
Critical,40.97,1.99,52,Lorraine Kelly,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"TDK 4.7GB DVD-R Spindle, 15/Pack",West,Washington,Puyallup,2011-10-09,2011-11-09,13,88427,532.61,534.6
Critical,7.7,3.68,52,Lorraine Kelly,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,West,Washington,Puyallup,2012-06-11,2012-07-11,17,88428,130.9,134.58
Critical,3502.14,8.73,53,Sidney Russell Austin,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,West,Washington,Redmond,2010-07-28,2010-07-30,1,88425,3502.14,3510.87
Not Specified,5.98,5.79,53,Sidney Russell Austin,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1903,West,Washington,Redmond,2010-10-09,2010-11-09,17,88426,101.66000000000001,107.45000000000002
Low,3.08,0.99,53,Sidney Russell Austin,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 481,West,Washington,Redmond,2013-02-19,2013-02-21,11,88429,33.88,34.870000000000005
High,44.43,46.59,55,Marvin Hawley,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Hon 61000 Series Interactive Training Tables,East,New York,Syracuse,2011-06-10,2011-07-10,14,88076,622.02,668.61
Low,130.98,54.74,55,Marvin Hawley,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"O'Sullivan Elevations Bookcase, Cherry Finish",East,New York,Syracuse,2011-10-20,2011-10-25,6,88077,785.8799999999999,840.6199999999999
Low,15.68,3.73,55,Marvin Hawley,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Artistic Insta-Plaque,East,New York,Syracuse,2013-10-04,2013-10-04,2,88081,31.36,35.089999999999996
Low,71.37,69.0,55,Marvin Hawley,Express Air,Consumer,Furniture,Tables,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",East,New York,Syracuse,2013-10-04,2013-04-14,11,88081,785.07,854.07
Medium,3.8,1.49,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Durable Pressboard Binders,East,New York,Tonawanda,2010-10-20,2010-10-21,20,88075,76.0,77.49
Medium,1.76,0.7000000000000001,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 310,East,New York,Tonawanda,2010-10-20,2010-10-21,17,88075,29.92,30.62
Low,4.76,3.01,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"TOPS Voice Message Log Book, Flash Format",East,New York,Tonawanda,2011-10-20,2011-10-27,23,88077,109.47999999999999,112.49
High,5.84,1.2,56,Randall Montgomery,Express Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 312,East,New York,Tonawanda,2013-11-01,2013-01-13,11,88079,64.24,65.44
Not Specified,5.94,9.92,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Storex Dura Pro™ Binders,East,New York,Tonawanda,2013-08-02,2013-09-02,7,88080,41.580000000000005,51.50000000000001
Not Specified,65.99,2.5,56,Randall Montgomery,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,6190,East,New York,Tonawanda,2013-08-02,2013-09-02,6,88080,395.93999999999994,398.43999999999994
Low,525.98,19.99,56,Randall Montgomery,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 300 Electric Binding Machine,East,New York,Tonawanda,2013-12-27,2013-12-30,15,88082,7889.700000000001,7909.6900000000005
Low,115.99,8.99,56,Randall Montgomery,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5185,East,New York,Tonawanda,2013-12-27,2013-12-29,21,88082,2435.79,2444.7799999999997
Medium,11.66,7.95,57,Kimberly Epstein,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",East,New York,Troy,2012-01-21,2012-01-23,10,88078,116.6,124.55
Critical,6.48,6.8100000000000005,59,Rose Lassiter,Express Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1930,Central,Texas,Port Arthur,2013-02-23,2013-02-25,8,87413,51.84,58.650000000000006
Critical,2.7800000000000002,0.97,59,Rose Lassiter,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 339,Central,Texas,Port Arthur,2013-02-23,2013-02-25,6,87413,16.68,17.65
Critical,3.95,5.13,59,Rose Lassiter,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Central,Texas,Port Arthur,2013-03-14,2013-03-15,11,87416,43.45,48.580000000000005
Not Specified,150.98,57.2,59,Rose Lassiter,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,DMI Arturo Collection Mission-style Design Wood Chair,Central,Texas,Port Arthur,2013-03-04,2013-04-04,5,87417,754.9,812.1
Not Specified,38.94,35.0,59,Rose Lassiter,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,"Eldon Base for stackable storage shelf, platinum",Central,Texas,Port Arthur,2013-03-04,2013-04-04,10,87417,389.4,424.4
Medium,4.18,2.99,60,Sheila Warren,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Avery® Durable Slant Ring Binders With Label Holder,Central,Texas,Richardson,2012-10-06,2012-12-06,16,87410,66.88,69.86999999999999
Medium,2.88,0.7000000000000001,60,Sheila Warren,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,Central,Texas,Richardson,2012-10-06,2012-12-06,20,87410,57.599999999999994,58.3
High,89.99,42.0,60,Sheila Warren,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather Task Chair, Black",Central,Texas,Richardson,2013-07-21,2013-07-21,2,87420,179.98,221.98
Medium,81.94,55.81,61,Charlotte Stanton,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Central,Texas,Rosenberg,2011-11-18,2011-11-18,28,87409,2294.3199999999997,2350.1299999999997
Low,6.08,1.82,61,Charlotte Stanton,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulk Pack Metal Binder Clips,Central,Texas,Rosenberg,2012-07-10,2012-10-16,20,87411,121.6,123.41999999999999
Not Specified,9.93,1.09,61,Charlotte Stanton,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Peel-Off® China Markers,Central,Texas,Rosenberg,2013-02-13,2013-02-16,4,87412,39.72,40.81
High,19.98,5.86,61,Charlotte Stanton,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 191,Central,Texas,Rosenberg,2013-02-03,2013-03-03,5,87414,99.9,105.76
High,22.24,1.99,61,Charlotte Stanton,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Central,Texas,Rosenberg,2013-11-11,2013-11-14,15,87422,333.59999999999997,335.59
High,29.89,1.99,61,Charlotte Stanton,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Central,Texas,Rosenberg,2013-11-11,2013-12-11,22,87422,657.58,659.57
High,5.98,5.15,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 193,Central,Texas,Round Rock,2010-09-11,2010-11-11,3,87407,17.94,23.090000000000003
High,29.14,4.86,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Central,Texas,Round Rock,2010-12-12,2010-12-14,17,87408,495.38,500.24
Low,5.85,2.27,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon My First Ticonderoga Pencil, #2",Central,Texas,Round Rock,2013-07-03,2013-12-03,3,87415,17.549999999999997,19.819999999999997
High,20.89,11.52,62,Pam Gilbert,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Iris® 3-Drawer Stacking Bin, Black",Central,Texas,Round Rock,2013-12-12,2013-12-14,20,87423,417.8,429.32
Low,70.97,3.5,63,Gene Diaz,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Central,Texas,Rowlett,2013-07-03,2013-03-16,3,87415,212.91,216.41
Low,59.98,3.99,63,Gene Diaz,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Central,Texas,Rowlett,2013-02-05,2013-09-05,16,87418,959.68,963.67
Low,65.99,5.31,63,Gene Diaz,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,3390,Central,Texas,Rowlett,2013-02-05,2013-07-05,13,87418,857.8699999999999,863.1799999999998
Low,8.34,0.96,63,Gene Diaz,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,Document Clip Frames,Central,Texas,Rowlett,2013-07-06,2013-11-06,1,87419,8.34,9.3
Low,140.99,13.99,63,Gene Diaz,Regular Air,Corporate,Technology,Office Machines,Medium Box,Canon MP100DHII Printing Calculator,Central,Texas,Rowlett,2013-07-06,2013-06-14,5,87419,704.95,718.94
Not Specified,3.69,0.5,64,Lynn Morrow,Regular Air,Small Business,Office Supplies,Labels,Small Box,Avery 501,South,Virginia,Salem,2010-02-03,2010-04-03,1,87406,3.69,4.1899999999999995
Not Specified,175.99,4.99,64,Lynn Morrow,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5165,South,Virginia,Salem,2010-02-03,2010-02-03,4,87406,703.96,708.95
Not Specified,92.23,39.61,64,Lynn Morrow,Regular Air,Small Business,Furniture,Office Furnishings,Medium Box,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",South,Virginia,Salem,2013-02-03,2013-04-03,5,87414,461.15000000000003,500.76000000000005
High,55.99,5.0,64,Lynn Morrow,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory6,South,Virginia,Salem,2013-08-26,2013-08-28,23,87421,1287.77,1292.77
Critical,205.99,19.99,65,Jenny Sanchez,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,iDEN i550,West,California,Mountain View,2012-02-05,2012-03-05,13,87948,2677.87,2697.8599999999997
Critical,162.93,19.99,66,Arlene Rouse,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Multimedia Mailers,West,California,Murrieta,2012-02-05,2012-04-05,14,87948,2281.02,2301.0099999999998
Not Specified,9.11,2.15,66,Arlene Rouse,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",West,California,Murrieta,2013-12-06,2013-06-13,15,87951,136.64999999999998,138.79999999999998
Low,155.06,7.07,67,Ellen McCormick,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",West,California,Napa,2010-02-01,2010-09-01,8,87946,1240.48,1247.55
Low,291.73,48.8,67,Ellen McCormick,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,West,California,Napa,2013-02-01,2013-02-01,1,87949,291.73,340.53000000000003
Low,100.98,45.0,67,Ellen McCormick,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Valutask™ Swivel Chairs,West,California,Napa,2013-02-01,2013-04-01,12,87949,1211.76,1256.76
Medium,367.99,19.99,67,Ellen McCormick,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Ibimaster 300 Manual Binding System,West,California,Napa,2013-12-03,2013-03-14,9,87950,3311.91,3331.8999999999996
Medium,4.24,5.41,67,Ellen McCormick,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,West,California,Napa,2013-12-03,2013-03-14,5,87950,21.200000000000003,26.610000000000003
Low,291.73,48.8,68,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,East,New York,New York City,2010-02-01,2010-02-01,4,37537,1166.92,1215.72
Low,100.98,45.0,68,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Valutask™ Swivel Chairs,East,New York,New York City,2010-02-01,2010-04-01,43,37537,4342.14,4387.14
Low,155.06,7.07,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Dual Level, Single-Width Filing Carts",East,New York,New York City,2010-02-01,2010-09-01,32,37537,4961.92,4968.99
High,122.99,70.2,68,Scott Bunn,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",East,New York,New York City,2010-02-02,2010-04-02,49,55713,6026.509999999999,6096.709999999999
Critical,205.99,19.99,68,Scott Bunn,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,iDEN i550,East,New York,New York City,2012-02-05,2012-03-05,53,2978,10917.470000000001,10937.460000000001
Critical,162.93,19.99,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,Multimedia Mailers,East,New York,New York City,2012-02-05,2012-04-05,57,2978,9287.01,9307.0
Critical,200.99,4.2,68,Scott Bunn,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,East,New York,New York City,2012-02-05,2012-03-05,44,2978,8843.560000000001,8847.760000000002
Medium,367.99,19.99,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Ibimaster 300 Manual Binding System,East,New York,New York City,2013-12-03,2013-03-14,34,44099,12511.66,12531.65
Medium,4.24,5.41,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,East,New York,New York City,2013-12-03,2013-03-14,19,44099,80.56,85.97
Not Specified,9.11,2.15,68,Scott Bunn,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Black Print Carbonless Snap-Off® Rapid Letter, 8 1/2"" x 7""",East,New York,New York City,2013-12-06,2013-06-13,62,26274,564.8199999999999,566.9699999999999
Critical,200.99,4.2,69,Carrie House,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,East,Rhode Island,Smithfield,2012-02-05,2012-03-05,11,87948,2210.8900000000003,2215.09
High,122.99,70.2,70,Annette Boone,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",East,Vermont,Burlington,2010-02-02,2010-04-02,12,87947,1475.8799999999999,1546.08
Low,6.88,2.0,72,Amanda Hardy Singleton,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",East,Maine,West Scarborough,2012-12-08,2012-08-19,18,89248,123.84,125.84
High,22.84,8.18,73,April Winters,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1991,East,Massachusetts,Duxbury,2013-10-28,2013-10-30,22,89250,502.48,510.66
Not Specified,21.78,5.94,74,Mark Manning,Regular Air,Small Business,Office Supplies,Appliances,Medium Box,Holmes HEPA Air Purifier,East,New Jersey,Iselin,2012-10-12,2012-12-12,7,89249,152.46,158.4
Critical,65.99,8.99,75,Tamara Yates,Express Air,Small Business,Technology,Telephones and Communication,Small Box,5180,East,New Jersey,Lakewood,2012-11-04,2012-04-13,6,89247,395.93999999999994,404.92999999999995
Critical,159.99,5.5,76,Glen Weeks,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Gyration RF Keyboard,East,New Jersey,Wayne,2012-11-04,2012-12-04,5,89247,799.95,805.45
Critical,6.48,8.73,77,Jan Kaufman Parrish,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 227,East,New Jersey,Wyckoff,2012-11-04,2012-04-13,10,89247,64.80000000000001,73.53000000000002
Critical,19.99,11.17,78,Hannah Grant,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,Telescoping Adjustable Floor Lamp,East,Vermont,Bennington,2012-11-04,2012-12-04,2,89247,39.98,51.15
Low,180.98,30.0,80,Sam Carlson,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,West,Oregon,Keizer,2011-06-02,2011-06-02,7,89923,1266.86,1296.86
High,3.5700000000000003,4.17,80,Sam Carlson,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,West,Oregon,Keizer,2011-05-19,2011-05-20,17,89924,60.690000000000005,64.86
High,37.76,12.9,80,Sam Carlson,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Companion Letter/Legal File, Black",West,Oregon,Keizer,2011-05-19,2011-05-20,15,89924,566.4,579.3
High,124.49,51.94,80,Sam Carlson,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,West,Oregon,Keizer,2011-05-19,2011-05-21,13,89924,1618.37,1670.31
High,105.98,13.99,80,Sam Carlson,Regular Air,Small Business,Furniture,Office Furnishings,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",West,Oregon,Keizer,2011-05-29,2011-05-31,7,89925,741.86,755.85
High,210.55,9.99,80,Sam Carlson,Express Air,Small Business,Office Supplies,Storage & Organization,Small Box,"24 Capacity Maxi Data Binder Racks, Pearl",West,Oregon,Keizer,2012-07-16,2012-07-17,1,89926,210.55,220.54000000000002
High,125.99,7.69,81,Dale Hahn,Express Air,Small Business,Technology,Telephones and Communication,Small Box,Timeport L7089,West,Oregon,Lake Oswego,2012-07-16,2012-07-17,7,89926,881.93,889.62
Critical,9.85,4.82,81,Dale Hahn,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Lumber Crayons,West,Oregon,Lake Oswego,2013-04-01,2013-05-01,13,89927,128.04999999999998,132.86999999999998
Critical,2.94,0.81,81,Dale Hahn,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Colored Pencils,West,Oregon,Lake Oswego,2013-04-01,2013-05-01,5,89927,14.7,15.51
High,296.18,54.12,83,Edgar Stone,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Hon 94000 Series Round Tables,East,Ohio,Canton,2010-03-15,2010-03-15,6,87365,1777.08,1831.1999999999998
